"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2007-12-30",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,,,,,,,,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2007-12-31",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,,,,,,,,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-04",,,,,"0.00","P,,0,0730","0.0","P,,0,","0.0","P,,0,","26",",,0","2",",,0","19",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-05",,,,,"0.00","P,,0,0730","0.0","P,,0,","0.0","P,,0,","33",",,0","16",",,0","33",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-06",,,,,"0.00","P,,0,0730","0.0","P,,0,","0.0","P,,0,","40",",,0","32",",,0","40",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-07",,,,,"0.00","P,,0,0730","0.0","P,,0,","0.0","P,,0,","50",",,0","40",",,0","43",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-08",,,,,"1.46",",,0,0730","0.0","P,,0,","0.0","P,,0,","57",",,0","39",",,0","49",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-09",,,,,"0.13",",,0,0730","0.0","P,,0,","0.0","P,,0,","53",",,0","35",",,0","35",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-10",,,,,"0.00","P,,0,0730","0.0","P,,0,","0.0","P,,0,","45",",,0","27",",,0","30",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-11",,,,,"0.61",",,0,0730","1.0",",,0,","0.0","P,,0,","45",",,0","8",",S,0","33",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-12",,,,,"0.00","P,,0,0730","0.0","P,,0,","0.0","P,,0,","35",",,0","32",",,0","33",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-13",,,,,"0.80",",,0,0730","0.5",",,0,","1.0",",,0,","38",",,0","28",",,0","36",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-14",,,,,"0.50",",,0,0730","0.9",",,0,","1.0",",,0,","36",",,0","30",",,0","32",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-15",,,,,"0.53",",,0,0730","6.0",",,0,","7.0",",,0,","33",",,0","24",",,0","26",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-16",,,,,"0.00","P,,0,0730","0.0","P,,0,","7.0",",,0,","30",",,0","16",",,0","20",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-17",,,,,"0.00","P,,0,0730","0.0","P,,0,","6.0",",,0,","30",",,0","14",",,0","17",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-18",,,,,"0.00","T,,0,0730","0.5",",,0,","6.0",",,0,","36",",,0","14",",,0","15",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-19",,,,,"0.14",",,0,0730","2.0",",,0,","7.0",",,0,","30",",,0","15",",,0","17",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-20",,,,,"0.00",",,0,0730","0.0",",,0,","6.0",",,0,","7",",I,0","-6",",,0","6",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-21",,,,,"0.00","P,,0,0730","0.0","P,,0,","6.0",",,0,","14",",,0","-5",",,0","7",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-22",,,,,"0.29",",,0,0730","6.0",",,0,","11.0",",,0,","18",",,0","5",",,0","18",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-23",,,,,,,,,"10.0",",,0,","27",",,0","5",",,0","7",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-24","0.09",",,0","0.98",",,0",,,,,"9.0",",,0,","20",",,0","-6",",,0","-6",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-25",,,,,"0.00","P,,0,0730","0.0","P,,0,","9.0",",,0,","25",",,0","-8",",,0","22",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-26",,,,,"0.05",",,0,0730","1.0",",,0,","10.0",",,0,","29",",,0","-3",",,0","19",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-27",,,,,"0.05",",,0,0730","1.0",",,0,","10.0",",,0,","30",",,0","13",",,0","30",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-28",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,,,,,,,,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-29",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,,,,,,,,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-30",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,,,,,,,,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-01-31",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,,,,,,,,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-01",,,,,"0.50",",,0,0730","3.5",",,0,","5.0",",,0,","25",",,0","11",",,0","16",",I,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-02",,,,,"0.20",",,0,0730","2.0",",,0,","5.0",",,0,","30",",,0","24",",I,0","30",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-03",,,,,"0.00","P,,0,0730","0.0","P,,0,","5.0",",,0,","31",",,0","23",",,0","31",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-04",,,,,"0.10",",,0,0730","1.0",",,0,","7.0",",,0,","34",",,0","28",",,0","30",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-05",,,,,"0.00","P,,0,0730","0.0","P,,0,","6.0",",,0,","35",",,0","28",",,0","35",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-06",,,,,"0.68",",,0,0730","1.6",",,0,","7.0",",,0,","37",",,0","29",",,0","31",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-07",,,,,"1.15",",,0,0730","11.0",",,0,","16.0",",,0,","31",",,0","13",",,0","18",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-08",,,,,"0.00","P,,0,0730","0.0","P,,0,","16.0",",,0,","32",",,0","16",",,0","29",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-09",,,,,"0.17",",,0,0730","2.0",",,0,","15.0",",,0,","34",",,0","28",",,0","34",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-10",,,,,"0.00","P,,0,0730","0.0","P,,0,","14.0",",,0,","35",",,0","0",",,0","2",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-11",,,,,"0.00","P,,0,0730","0.0","P,,0,","14.0",",,0,","5",",,0","-8",",,0","5",",I,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-12",,,,,"0.00","P,,0,0730","0.0","P,,0,","14.0",",,0,","2",",I,0","-10",",,0","0",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-13",,,,,"0.35",",,0,0730","3.0",",,0,","16.0",",,0,","17",",,0","-3",",,0","0",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-14",,,,,"0.00","P,,0,0730","0.0","P,,0,","15.0",",,0,","32",",,0","-4",",,0","18",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-15",,,,,"0.06",",,0,0730",,,"16.0",",,0,","32",",,0","10",",,0","12",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-16",,,,,"0.00","P,,0,0730","0.0","P,,0,","15.0",",,0,","29",",,0","7",",,0","29",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-17",,,,,"0.47",",,0,0730","0.0","P,,0,",,,"34",",,0","8",",,0","34",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-18",,,,,"0.37",",,0,0730","0.0","P,,0,",,,"43",",,0","29",",,0","30",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-19",,,,,,,"1.4",",,0,","14.0",",,0,","35",",,0","11",",,0","13",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-20",,,,,"0.00","P,,0,0730","0.0","P,,0,","14.0",",,0,","25",",,0","-12",",,0","-3",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-21",,,,,"0.00","P,,0,0730","0.0","P,,0,","13.0",",,0,","24",",,0","-13",",,0","-8",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-22",,,,,"0.00","P,,0,0730","0.0","P,,0,","13.0",",,0,","23",",,0","-13",",,0","8",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-23",,,,,"0.00","P,,0,0730","0.0","P,,0,","13.0",",,0,","35",",,0","-3",",,0","25",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-24",,,,,"0.00","P,,0,0730","0.0","P,,0,",,,"38",",,0","4",",,0","35",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-25",,,,,"0.00","P,,0,0730","0.0","P,,0,","12.0",",,0,","39",",,0","15",",,0","29",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-26",,,,,"0.08",",,0,0730","0.8",",,0,","12.0",",,0,","33",",,0","28",",,0","29",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-27",,,,,,,,,"12.0",",,0,","32",",,0","5",",,0","6",",,0,0730",,
"USC00206080","OIL CITY 2 S, MI US","43.5816","-84.5888","207.3","2008-02-29","0.07",",,0","0.51",",,0",,,,,"12.0",",,0,","28",",,0","5",",,0","18",",,0,0730",,
